<Dariush_Forouhar>,<Nation_Party_of_Iran>
<Qazi_Muhammad>,<Democratic_Party_of_Iranian_Kurdistan>
<Akbar_Hashemi_Rafsanjani>,<Islamic_Azad_University>
<Ali-Akbar_Dehkhoda>,<Dehkhoda_Dictionary>
<Gholamhossein_Karbaschi>,<Hamshahri>
<Ali_Dashti>,<23_Years>
