<Mohammad_Nahavandian>,<United_States>
<Hassan_Taqizadeh>,<Zahir-od-dowleh_cemetery>
<Parviz_Varjavand>,<Behesht-e_Zahra>
<Shirin_Ebadi>,<England>
<Hushang_Ansary>,<Houston>
<Ardeshir_Zahedi>,<Switzerland>
<Eshaq_Jahangiri>,<Tehranpars>
<Mohammad_Khatami>,<Pasdaran_(district)>
<Ardeshir_Zahedi>,<Montreux>
<Eshaq_Jahangiri>,<Sa'dabad_Palace>
<Piruz_Dilanchi>,<Vancouver>
