<Abdollah_Javadi-Amoli>,<Islamic_philosophy>
<Hussein-Ali_Montazeri>,<Islamic_philosophy>
<Hussein-Ali_Montazeri>,<Hadith>
<Yousef_Saanei>,<Marja'>
<Abdollah_Javadi-Amoli>,<Tafsir>
<Abdollah_Javadi-Amoli>,<Hadith>
