<Mirza_Mehdi_Khan_Astarabadi>,<male>,"میرزا مهدی خان منشی استرآبادی"@fas
<Mirza_Nasrullah_Khan>,<male>,"نصرالله مشیرالدوله"@fas
<Mohamed_Hussein_Tantawi>,,"محمد حسین طنطاوی"@fas
<Mohamed_Morsi>,<male>,"محمد مرسي"@fas
<Mohammad-Ali_Abtahi>,<male>,"محمد علی ابطحی"@fas
<Mohammad-Ali_Najafi>,<male>,"محمدعلی نجفی (معاون رییس جمهور)"@fas
<Mohammad-Ali_Rajai>,<male>,"رجایی"@fas
<Mohammad-Ali_Ramin>,<male>,"محمد علي رامين"@fas
<Mohammad-Hossein_Khoshvaght>,<male>,
<Mohammad-Javad_Bahonar>,<male>,"آيت الله دكتر باهنر"@fas
<Mohammad-Kazem_Khorasani>,<male>,"اخوند ملا كاظم خراساني"@fas
<Mohammad-Reza_Bahonar>,<male>,"محمد رضا باهنر"@fas
<Mohammad-Reza_Eskandari>,,"محمدرضا اسكندري"@fas
<Mohammad-Reza_Hekmat>,<male>,
<Mohammad-Reza_Khatami>,<male>,"محمدرضا خاتمي"@fas
<Mohammad-Reza_Mahdavi_Kani>,<male>,"محمد رضا مهدوي كني"@fas
<Mohammad-Taqi_Bahar>,<male>,"ملک الشعراء بهار"@fas
<Mohammad-Taqi_Mesbah-Yazdi>,<male>,"مصباح یزدی"@fas
<Mohammadreza_Nematzadeh>,<male>,"محمدرضا نعمت‌زاده"@fas
<Mohammad_Abbasi>,<male>,"محمد عباسي"@fas
<Mohammad_Ali_Foroughi>,<male>,"محمدعلی فروغی"@fas
<Mohammad_Ali_Hosseini>,<male>,
<Mohammad_Ali_Jafari>,<male>,"محمد علي جعفري"@fas
<Mohammad_Ardakani>,<male>,
<Mohammad_Bagher_Ghalibaf>,<male>,"محمد باقر قالیباف"@fas
<Mohammad_Bagher_Kharazi>,<male>,"محمد باقر خرازی"@fas
<Mohammad_Bagher_Nobakht>,<male>,"محمدباقر نوبخت حقيقي"@fas
<Mohammad_Bahrami>,,
<Mohammad_Beheshti>,<male>,"شهيد دكتر بهشتي"@fas
<Mohammad_Beheshti_Shirazi>,<male>,
<Mohammad_Farrokhi_Yazdi>,<male>,"محمد فرخي يزدي"@fas
<Mohammad_Forouzandeh>,<male>,
<Mohammad_Gharazi>,<male>,"مهندس غرضي"@fas
<Mohammad_Hosseini_(politician)>,<male>,
<Mohammad_Hossein_Adeli>,<male>,"محمدحسين عادلي"@fas
<Mohammad_Hossein_Jalali>,<male>,
<Mohammad_Jahromi>,<male>,
