<id_1ot21sh_p3m_zkjp59>	<Piruz_Dilanchi>	<hasGender>	<male>	

<id_43caqn_10x_15qg9tn>	<Morteza_Mohammadkhan>	<graduatedFrom>	<K.N.Toosi_University_of_Technology>	

<id_1wix78a_oyl_1laums>	<Ali_Akbar_Nategh-Nouri>	<wasBornIn>	<Nur,_Iran>	

<id_1f4y4ca_dhj_5uo9mw>	<Abdolmalek_Rigi>	<diedIn>	<Tehran>	

<id_p2m5qk_10x_1nisgjd>	<Mohammad_Khatami>	<graduatedFrom>	<University_of_Isfahan>	

<id_16cuvht_1s2_15qkxb0>	<Sadegh_Mahsouli>	<isAffiliatedTo>	<Front_of_Islamic_Revolution_Stability>	

<id_cvfaf6_oyl_zilrsf>	<Sadegh_Tabatabai>	<wasBornIn>	<Qom>	

<id_1h8zcle_1c7_zjx1yu>	<Eshaq_Jahangiri>	<isLeaderOf>	<Iran>	

<id_xbhnrf_oyl_nw8bc4>	<Amir_Kabir>	<wasBornIn>	<Arak,_Iran>	

<id_1itzycl_oyl_5uo9mw>	<Parvaneh_Eskandari_Forouhar>	<wasBornIn>	<Tehran>	

<id_1wbp6hf_1ul_1fu4xmt>	<Abdul-Karim_Mousavi_Ardebili>	<playsFor>	<Real_Sociedad>	

<id_nbs1hl_14h_zjx1yu>	<Alireza_Marandi>	<isPoliticianOf>	<Iran>	

<id_s4mzns_14h_zjx1yu>	<Mohammad-Reza_Hekmat>	<isPoliticianOf>	<Iran>	

<id_s4n9ve_14h_zjx1yu>	<Marzieh_Vahid-Dastjerdi>	<isPoliticianOf>	<Iran>	

<id_1nber0t_1c7_5uo9mw>	<Ahmad_Masjed-Jamei>	<isLeaderOf>	<Tehran>	

<id_hhhpjx_tje_zjx1yu>	<Akbar_Hashemi_Rafsanjani>	<isCitizenOf>	<Iran>	

<id_f801qv_10x_1543pta>	<Mohammad_Sa'ed>	<graduatedFrom>	<University_of_Lausanne>	

<id_tyv2ke_14h_zjx1yu>	<Ahmad_Tavakkoli>	<isPoliticianOf>	<Iran>	

<id_hhhpjx_14h_zjx1yu>	<Akbar_Hashemi_Rafsanjani>	<isPoliticianOf>	<Iran>	

<id_1ik5xgi_1s2_z491o>	<Ata'ollah_Mohajerani>	<isAffiliatedTo>	<Executives_of_Construction_Party>	

<id_1epzc23_1gi_1edkg9z>	<Mohammad_Beheshti>	<created>	<Islamic_Republican_Party>	

<id_19joj6t_1s2_1mf2lim>	<Parviz_Davoodi>	<isAffiliatedTo>	<Alliance_of_Builders_of_Islamic_Iran>	

<id_1mf37i9_14h_zjx1yu>	<Bijan_Namdar_Zangeneh>	<isPoliticianOf>	<Iran>	

<id_1on48g6_1s2_z491o>	<Gholamhossein_Karbaschi>	<isAffiliatedTo>	<Executives_of_Construction_Party>	

<id_1epzc23_oyl_qjrks0>	<Mohammad_Beheshti>	<wasBornIn>	<Isfahan>	

<id_16d5stk_oyl_5uo9mw>	<Abolqasem_Najm>	<wasBornIn>	<Tehran>	

<id_tnnw4m_p3m_zkjp59>	<Mostafa_Moeen>	<hasGender>	<male>	

<id_me00t3_oyl_5uo9mw>	<Ali_Amini>	<wasBornIn>	<Tehran>	

<id_nwa5xs_14h_zjx1yu>	<Tahmasb_Mazaheri>	<isPoliticianOf>	<Iran>	

<id_hdcae7_11e_1lhzbtt>	<Tadj_ol-Molouk>	<hasChild>	<Ashraf_Pahlavi>	

<id_tnnw4m_oyl_178f68w>	<Mostafa_Moeen>	<wasBornIn>	<Najafabad>	

<id_1o0o82b_1s2_1edkg9z>	<Mohammad-Ali_Rajai>	<isAffiliatedTo>	<Islamic_Republican_Party>	

<id_sa1c70_p3m_zkjp59>	<Alireza_Nourizadeh>	<hasGender>	<male>	

